LabID,SiteName,SiteID,Country,Province,Age,Error,Taxa,Material,Condition,d13C,Method,Source
Beta-62920,Aquiles Serdan,,Mexico,Chiapas,3000,55,Zea mays,kernel,charred,NA,AMS,p3k14c
Beta-62918,Aquiles Serdan,,Mexico,Chiapas,3100,55,Zea mays,kernel,charred,NA,AMS,p3k14c
Beta-62915,Aquiles Serdan,,Mexico,Chiapas,3145,55,Zea mays,kernel,charred,NA,AMS,p3k14c
Beta-62919,Chilo,MZ-17,Mexico,Chiapas,3080,50,Zea mays,kernel,charred,NA,AMS,p3k14c
Beta-62916,Paso de la Amada,,Mexico,Chiapas,3050,55,Zea mays,kernel,charred,NA,AMS,p3k14c
Beta-62914,Paso de la Amada,,Mexico,Chiapas,3135,55,Zea mays,kernel,charred,NA,AMS,p3k14c
Beta-62917,Paso de la Amada,,Mexico,Chiapas,3240,55,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-33923,San Andres,,Mexico,Tabasco,2565,45,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-33925,San Andres,,Mexico,Tabasco,2390,50,Zea mays,cob,NA,NA,AMS,p3k14c
AA-33924,San Andres,,Mexico,Tabasco,2430,35,Zea mays,cob,NA,NA,AMS,p3k14c
AA-33926,San Andres,,Mexico,Tabasco,2505,45,Zea mays,cob,NA,NA,AMS,p3k14c
Beta-62911,San Carlos,,Mexico,Chiapas,3365,55,Zea mays,kernel,charred,NA,AMS,p3k14c
UCIAMS-7033,Cuauhtemoc,,Mexico,Chiapas,3225,15,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-33185,La Playa,SON F:10:3,USA,Arizona,1825,50,Zea mays,maize,NA,NA,NA,Carpenter et al. 2015
AA-33184,La Playa,SON F:10:3,Mexico,Sonora,1885,50,Zea mays,Maize,NA,NA,NA,p3k14c
Beta-325660,Las Capas,AA:12:111,USA,Arizona,2860,30,Zea mays,maize,NA,-24.5,NA,p3k14c
Beta-339689,Las Capas,AA:12:111,USA,Arizona,2490,30,Zea mays,maize,NA,-23.5,NA,p3k14c
Beta-325657,Las Capas,AA:12:111,USA,Arizona,2890,30,Zea mays,maize,NA,-11.4,NA,p3k14c
Beta-292145,Las Capas,AA:12:111,USA,Arizona,2820,30,Zea mays,maize,NA,-11.2,NA,p3k14c
Beta-304541,Las Capas,AA:12:111,USA,Arizona,2920,30,Zea mays,maize,NA,-11.2,NA,p3k14c
Beta-325655,Las Capas,AA:12:111,USA,Arizona,2920,30,Zea mays,maize,NA,-11.2,NA,p3k14c
Beta-333936,Las Capas,AA:12:111,USA,Arizona,2660,30,Zea mays,maize cupules and kernels,NA,-11.2,NA,p3k14c
Beta-339696,Las Capas,AA:12:111,USA,Arizona,2450,30,Zea mays,maize,NA,-11.1,NA,p3k14c
Beta-358014,Las Capas,AA:12:111,USA,Arizona,2530,30,Zea mays,maize,NA,-11.1,NA,p3k14c
Beta-304532,Las Capas,AA:12:111,USA,Arizona,2860,40,Zea mays,maize,NA,-11.1,NA,p3k14c
Beta-304536,Las Capas,AA:12:111,USA,Arizona,2870,40,Zea mays,maize,NA,-11.1,NA,p3k14c
Beta-304534,Las Capas,AA:12:111,USA,Arizona,2900,40,Zea mays,maize,NA,-11.1,NA,p3k14c
Beta-304547,Las Capas,AA:12:111,USA,Arizona,2880,30,Zea mays,maize,NA,-11,NA,p3k14c
Beta-306695,Las Capas,AA:12:111,USA,Arizona,2880,30,Zea mays,maize,NA,-11,NA,p3k14c
Beta-325663,Las Capas,AA:12:111,USA,Arizona,2930,30,Zea mays,maize,NA,-11,NA,p3k14c
Beta-344169,Las Capas,AA:12:111,USA,Arizona,2470,30,Zea mays,maize,NA,-10.9,NA,p3k14c
Beta-339688,Las Capas,AA:12:111,USA,Arizona,2560,30,Zea mays,maize,NA,-10.9,NA,p3k14c
Beta-306693,Las Capas,AA:12:111,USA,Arizona,2730,30,Zea mays,maize,NA,-10.9,NA,p3k14c
Beta-304542,Las Capas,AA:12:111,USA,Arizona,2930,30,Zea mays,maize,NA,-10.9,NA,p3k14c
Beta-292153,Las Capas,AA:12:111,USA,Arizona,2530,30,Zea mays,maize,NA,-10.8,NA,p3k14c
Beta-325664,Las Capas,AA:12:111,USA,Arizona,2930,30,Zea mays,maize,NA,-10.8,NA,p3k14c
Beta-333939,Las Capas,AA:12:111,USA,Arizona,2980,30,Zea mays,maize 14-row cob fragment,NA,-10.8,NA,p3k14c
Beta-325658,Las Capas,AA:12:111,USA,Arizona,2780,30,Zea mays,maize,NA,-10.7,NA,p3k14c
Beta-304533,Las Capas,AA:12:111,USA,Arizona,2860,40,Zea mays,maize,NA,-10.7,NA,p3k14c
Beta-306684,Las Capas,AA:12:111,USA,Arizona,2450,30,Zea mays,maize,NA,-10.6,NA,p3k14c
Beta-306687,Las Capas,AA:12:111,USA,Arizona,2730,30,Zea mays,maize,NA,-10.6,NA,p3k14c
Beta-306686,Las Capas,AA:12:111,USA,Arizona,2790,30,Zea mays,maize,NA,-10.6,NA,p3k14c
Beta-304535,Las Capas,AA:12:111,USA,Arizona,2880,40,Zea mays,maize,NA,-10.6,NA,p3k14c
Beta-306694,Las Capas,AA:12:111,USA,Arizona,2770,30,Zea mays,maize,NA,-10.5,NA,p3k14c
Beta-304544,Las Capas,AA:12:111,USA,Arizona,2840,30,Zea mays,maize,NA,-10.5,NA,p3k14c
Beta-304531,Las Capas,AA:12:111,USA,Arizona,2900,40,Zea mays,maize,NA,-10.5,NA,p3k14c
Beta-339697,Las Capas,AA:12:111,USA,Arizona,2710,30,Zea mays,maize,NA,-10.4,NA,p3k14c
Beta-325654,Las Capas,AA:12:111,USA,Arizona,2790,30,Zea mays,maize,NA,-10.4,NA,p3k14c
Beta-292147,Las Capas,AA:12:111,USA,Arizona,2870,30,Zea mays,maize,NA,-10.4,NA,p3k14c
Beta-292146,Las Capas,AA:12:111,USA,Arizona,2890,30,Zea mays,maize,NA,-10.4,NA,p3k14c
Beta-339686,Las Capas,AA:12:111,USA,Arizona,2500,30,Zea mays,maize,NA,-10.3,NA,p3k14c
Beta-306691,Las Capas,AA:12:111,USA,Arizona,2740,30,Zea mays,maize,NA,-10.3,NA,p3k14c
Beta-304545,Las Capas,AA:12:111,USA,Arizona,2950,30,Zea mays,maize,NA,-10.3,NA,p3k14c
Beta-358015,Las Capas,AA:12:111,USA,Arizona,2650,30,Zea mays,maize cupules,NA,-10.3,NA,p3k14c
Beta-339690,Las Capas,AA:12:111,USA,Arizona,2600,30,Zea mays,maize,NA,-10.2,NA,p3k14c
Beta-325661,Las Capas,AA:12:111,USA,Arizona,2880,30,Zea mays,maize,NA,-10.2,NA,p3k14c
Beta-292151,Las Capas,AA:12:111,USA,Arizona,2890,30,Zea mays,maize,NA,-10.2,NA,p3k14c
Beta-325659,Las Capas,AA:12:111,USA,Arizona,2900,30,Zea mays,maize,NA,-10.2,NA,p3k14c
Beta-333937,Las Capas,AA:12:111,USA,Arizona,2720,30,Zea mays,maize cupule,NA,-10.2,NA,p3k14c
Beta-304539,Las Capas,AA:12:111,USA,Arizona,2880,40,Zea mays,maize,NA,-10.1,NA,p3k14c
Beta-333940,Las Capas,AA:12:111,USA,Arizona,2920,30,Zea mays,maize 8-row cob fragment,NA,-10.1,NA,p3k14c
Beta-333930,Las Capas,AA:12:111,USA,Arizona,2530,30,Zea mays,maize 12-row cob fragment,NA,-10,NA,p3k14c
Beta-344168,Las Capas,AA:12:111,USA,Arizona,2540,30,Zea mays,maize cob frag,NA,-10,NA,p3k14c
Beta-304538,Las Capas,AA:12:111,USA,Arizona,2940,30,Zea mays,maize,NA,-9.9,NA,p3k14c
Beta-333932,Las Capas,AA:12:111,USA,Arizona,2630,30,Zea mays,maize cupule,NA,-9.9,NA,p3k14c
Beta-325656,Las Capas,AA:12:111,USA,Arizona,2720,30,Zea mays,maize,NA,-9.8,NA,p3k14c
Beta-344167,Las Capas,AA:12:111,USA,Arizona,2520,30,Zea mays,maize cob frag,NA,-9.7,NA,p3k14c
Beta-306692,Las Capas,AA:12:111,USA,Arizona,2770,30,Zea mays,maize,NA,-9.6,NA,p3k14c
Beta-358013,Las Capas,AA:12:111,USA,Arizona,2380,30,Zea mays,maize kernel,NA,-9.5,NA,p3k14c
Beta-333934,Las Capas,AA:12:111,USA,Arizona,2730,30,Zea mays,maize kernel,NA,-8.7,NA,p3k14c
Beta-304540,Las Capas,AA:12:111,USA,Arizona,2820,40,Zea mays,maize,NA,-8.6,NA,p3k14c
Beta-339685,Las Capas,AA:12:111,USA,Arizona,2720,30,Zea mays,maize,NA,-8.5,NA,p3k14c
Beta-333938,Las Capas,AA:12:111,USA,Arizona,2700,30,Zea mays,maize kernel,NA,-7.9,NA,p3k14c
Beta-179353,Las Capas,AA:12:111,USA,Arizona,2530,40,Zea mays,maize,NA,NA,NA,p3k14c
Beta-179351,Las Capas,AA:12:111,USA,Arizona,2540,40,Zea mays,maize,NA,NA,NA,p3k14c
Beta-179352,Las Capas,AA:12:111,USA,Arizona,2560,40,Zea mays,maize,NA,NA,NA,p3k14c
Beta-306685,Las Capas,,USA,Arizona,2710,30,Zea mays,unknown,NA,-12.6,AMS,p3k14c
Beta-119630,Las Capas,,USA,Arizona,2750,50,Zea mays,unknown,NA,-11.7,AMS,p3k14c
Beta-129427,Las Capas,,USA,Arizona,2849,50,Zea mays,unknown,NA,-11.7,AMS,p3k14c
Beta-119634,Las Capas,,USA,Arizona,2660,40,Zea mays,unknown,NA,-11.6,AMS,p3k14c
Beta-119632,Las Capas,,USA,Arizona,2550,40,Zea mays,unknown,NA,-11.3,AMS,p3k14c
Beta-140054,Las Capas,,USA,Arizona,3000,30,Zea mays,unknown,NA,-11.2,AMS,p3k14c
Beta-140062,Las Capas,,USA,Arizona,2920,30,Zea mays,unknown,NA,-11,AMS,p3k14c
Beta-119633,Las Capas,,USA,Arizona,2930,40,Zea mays,unknown,NA,-11,AMS,p3k14c
Beta-140063,Las Capas,,USA,Arizona,2960,40,Zea mays,unknown,NA,-11,AMS,p3k14c
Beta-140057,Las Capas,,USA,Arizona,2740,30,Zea mays,unknown,NA,-10.9,AMS,p3k14c
Beta-119631,Las Capas,,USA,Arizona,2820,50,Zea mays,unknown,NA,-10.9,AMS,p3k14c
Beta-133893,Las Capas,,USA,Arizona,2650,40,Zea mays,kernel,charred,-10.8,AMS,p3k14c
Beta-339693,Las Capas,,USA,Arizona,2270,30,Zea mays,unknown,NA,-10.8,AMS,p3k14c
Beta-140053,Las Capas,,USA,Arizona,2690,50,Zea mays,unknown,NA,-10.8,AMS,p3k14c
Beta-118150,Las Capas,,USA,Arizona,2730,50,Zea mays,unknown,NA,-10.8,AMS,p3k14c
Beta-140055,Las Capas,,USA,Arizona,3020,30,Zea mays,unknown,NA,-10.8,AMS,p3k14c
Beta-133898,Las Capas,,USA,Arizona,2770,40,Zea mays,unknown,NA,-10.7,AMS,p3k14c
Beta-148409,Las Capas,,USA,Arizona,3670,40,Zea mays,kernel,charred,-10.6,AMS,p3k14c
Beta-133897,Las Capas,,USA,Arizona,2500,40,Zea mays,unknown,NA,-10.6,AMS,p3k14c
Beta-140061,Las Capas,,USA,Arizona,2630,40,Zea mays,unknown,NA,-10.6,AMS,p3k14c
Beta-306688,Las Capas,,USA,Arizona,2630,30,Zea mays,unknown,NA,-10.5,AMS,p3k14c
Beta-133892,Las Capas,,USA,Arizona,2670,40,Zea mays,unknown,NA,-10.5,AMS,p3k14c
Beta-140051,Las Capas,,USA,Arizona,2750,40,Zea mays,unknown,NA,-10.5,AMS,p3k14c
Beta-140059,Las Capas,,USA,Arizona,2780,40,Zea mays,unknown,NA,-10.5,AMS,p3k14c
Beta-140064,Las Capas,,USA,Arizona,2970,30,Zea mays,unknown,NA,-10.5,AMS,p3k14c
Beta-306689,Las Capas,,USA,Arizona,2610,30,Zea mays,unknown,NA,-10.4,AMS,p3k14c
Beta-140056,Las Capas,,USA,Arizona,2730,60,Zea mays,unknown,NA,-10.4,AMS,p3k14c
Beta-140050,Las Capas,,USA,Arizona,2690,30,Zea mays,unknown,NA,-10.3,AMS,p3k14c
Beta-129426,Las Capas,,USA,Arizona,2880,40,Zea mays,unknown,NA,-10.3,AMS,p3k14c
Beta-145108,Las Capas,,USA,Arizona,3060,40,Zea mays,unknown,NA,-10.3,AMS,p3k14c
Beta-339694,Las Capas,,USA,Arizona,2250,30,Zea mays,unknown,NA,-10,AMS,p3k14c
Beta-140052,Las Capas,,USA,Arizona,2530,40,Zea mays,kernel,charred,-9.9,AMS,p3k14c
Beta-339695,Las Capas,,USA,Arizona,2280,30,Zea mays,unknown,NA,-9.8,AMS,p3k14c
Beta-133890,Las Capas,,USA,Arizona,2710,40,Zea mays,unknown,NA,-9.8,AMS,p3k14c
Beta-148408,Las Capas,,USA,Arizona,3060,40,Zea mays,unknown,NA,-9.8,AMS,p3k14c
Beta-140058,Las Capas,,USA,Arizona,2740,40,Zea mays,unknown,NA,-9.6,AMS,p3k14c
Beta-140060,Las Capas,,USA,Arizona,2710,50,Zea mays,unknown,NA,-9.5,AMS,p3k14c
Beta-133891,Las Capas,,USA,Arizona,2770,40,Zea mays,unknown,NA,-9.3,AMS,p3k14c
Beta-123450,Las Capas,,USA,Arizona,2810,70,Zea mays,unknown,NA,-9.1,AMS,p3k14c
Beta-292154,Las Capas,,USA,Arizona,3170,40,Zea mays,unknown,NA,-8.7,AMS,p3k14c
Beta-133894,Las Capas,,USA,Arizona,2760,60,Zea mays,unknown,NA,NA,AMS,p3k14c
Beta-118416,Las Capas,,USA,Arizona,2930,50,Zea mays,unknown,NA,NA,AMS,p3k14c
Beta-145105,Las Capas,,USA,Arizona,2940,40,Zea mays,unknown,NA,NA,AMS,p3k14c
Beta-148405,Las Capas,,USA,Arizona,2940,40,Zea mays,unknown,NA,NA,AMS,p3k14c
Beta-148407,Las Capas,,USA,Arizona,2940,40,Zea mays,unknown,NA,NA,AMS,p3k14c
Beta-145107,Las Capas,,USA,Arizona,2960,40,Zea mays,unknown,NA,NA,AMS,p3k14c
AA-2783,Cortaro Fan,,USA,Arizona,2595,70,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-2782,Cortaro Fan,,USA,Arizona,2790,60,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-28496,Valley Farms,,USA,Arizona,3145,50,Zea mays,Maize,charred,-9.1,AMS,p3k14c
AA-27430,Valley Farms,,USA,Arizona,2750,60,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27428,Valley Farms,,USA,Arizona,2760,45,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27432,Valley Farms,,USA,Arizona,2790,50,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27434,Valley Farms,,USA,Arizona,2800,55,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27431,Valley Farms,,USA,Arizona,2820,70,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27433,Valley Farms,,USA,Arizona,2820,45,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27436,Valley Farms,,USA,Arizona,2830,50,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-28495,Valley Farms,,USA,Arizona,2835,50,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27437,Valley Farms,,USA,Arizona,2895,55,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27837,Valley Farms,,USA,Arizona,2895,50,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27435,Valley Farms,,USA,Arizona,2910,50,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27429,Valley Farms,,USA,Arizona,2915,55,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27427,Valley Farms,,USA,Arizona,2920,45,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27838,Valley Farms,,USA,Arizona,2923,63,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-28498,Valley Farms,,USA,Arizona,2930,50,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27438,Valley Farms,,USA,Arizona,2940,50,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-28497,Valley Farms,,USA,Arizona,2950,55,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27836,Valley Farms,,USA,Arizona,2952,55,Zea mays,Maize,charred,NA,AMS,p3k14c
AA-27835,Valley Farms,,USA,Arizona,2974,45,Zea mays,Maize,charred,NA,AMS,p3k14c
Beta-161851,Rillito Fan,,USA,Arizona,760,40,Zea mays,cupule,charred,-10.8,AMS,p3k14c
Beta-90318,Rillito Fan,,USA,Arizona,2860,40,Zea mays,cupule,charred,NA,AMS,p3k14c
Beta-89860,Costello-King,,USA,Arizona,2770,60,Zea mays,cob,charred,-12.4,AMS,p3k14c
Beta-89861,Costello-King,,USA,Arizona,2770,60,Zea mays,cupule,charred,-12.3,AMS,p3k14c
Beta-89862,Costello-King,,USA,Arizona,2690,60,Zea mays,cupule,charred,-11.5,AMS,p3k14c
Beta-89859,Costello-King,,USA,Arizona,2780,60,Zea mays,cupule,charred,-11.5,AMS,p3k14c
Beta-89863,Costello-King,,USA,Arizona,2620,60,Zea mays,cob,charred,-11.3,AMS,p3k14c
Beta-161850,El Taller,AA:12:92,USA,Arizona,3730,40,Zea mays,maize,NA,-24,NA,p3k14c
Beta-164173,El Taller,,USA,Arizona,2830,40,Zea mays,cupule,charred,-12.3,AMS,p3k14c
Beta-161854,El Taller,,USA,Arizona,3080,50,Zea mays,cupule,charred,-10.3,AMS,p3k14c
Beta-161855,El Taller,,USA,Arizona,3010,40,Zea mays,cupule,charred,-10,AMS,p3k14c
Beta-414202,Los Pozos,AA:12:91,USA,Arizona,3040,30,Zea mays,maize,NA,-11.7,NA,p3k14c
Beta-430933,Los Pozos,AA:12:91,USA,Arizona,3030,30,Zea mays,maize,NA,-11.3,NA,p3k14c
Beta-414201,Los Pozos,AA:12:91,USA,Arizona,3020,30,Zea mays,maize,NA,-11,NA,p3k14c
Beta-430932,Los Pozos,AA:12:91,USA,Arizona,3040,30,Zea mays,maize,NA,-10.6,NA,p3k14c
Beta-430931,Los Pozos,AA:12:91,USA,Arizona,3110,30,Zea mays,maize,NA,-10.4,NA,p3k14c
Beta-126948,Los Pozos,,USA,Arizona,2100,40,Zea mays,cupule,charred,-16,AMS,p3k14c
Beta-123600,Los Pozos,,USA,Arizona,2380,40,Zea mays,cupule,charred,-12.7,AMS,p3k14c
Beta-123599,Los Pozos,,USA,Arizona,2190,50,Zea mays,cupule,charred,-11.7,AMS,p3k14c
Beta-123603,Los Pozos,,USA,Arizona,2240,40,Zea mays,cupule,charred,-11.7,AMS,p3k14c
Beta-95631,Los Pozos,,USA,Arizona,2060,80,Zea mays,cupule,charred,-11.6,AMS,p3k14c
Beta-91145,Los Pozos,,USA,Arizona,2110,50,Zea mays,cupule,charred,-11.6,AMS,p3k14c
Beta-95632,Los Pozos,,USA,Arizona,2090,80,Zea mays,cupule,charred,-11.3,AMS,p3k14c
Beta-95628,Los Pozos,,USA,Arizona,2190,80,Zea mays,cupule,charred,-11.3,AMS,p3k14c
Beta-95629,Los Pozos,,USA,Arizona,2150,80,Zea mays,cupule,charred,-11,AMS,p3k14c
Beta-124700,Los Pozos,,USA,Arizona,2190,50,Zea mays,cupule,charred,-11,AMS,p3k14c
Beta-124699,Los Pozos,,USA,Arizona,2100,60,Zea mays,cupule,charred,-10.9,AMS,p3k14c
Beta-95630,Los Pozos,,USA,Arizona,2110,80,Zea mays,cupule,charred,-10.7,AMS,p3k14c
Beta-126951,Los Pozos,,USA,Arizona,2120,40,Zea mays,cupule,charred,-10.7,AMS,p3k14c
Beta-123602,Los Pozos,,USA,Arizona,2140,50,Zea mays,cupule,charred,-10.7,AMS,p3k14c
Beta-124112,Los Pozos,,USA,Arizona,3140,50,Zea mays,kernel,charred,-10.7,AMS,p3k14c
Beta-124111,Los Pozos,,USA,Arizona,3340,60,Zea mays,kernel,charred,-10.7,AMS,p3k14c
Beta-126949,Los Pozos,,USA,Arizona,2190,40,Zea mays,cupule,charred,-10.6,AMS,p3k14c
Beta-124698,Los Pozos,,USA,Arizona,2150,60,Zea mays,cupule,charred,-10.5,AMS,p3k14c
Beta-125225,Los Pozos,,USA,Arizona,2160,30,Zea mays,cupule,charred,-10.5,AMS,p3k14c
Beta-124696,Los Pozos,,USA,Arizona,2150,60,Zea mays,cupule,charred,-10.4,AMS,p3k14c
Beta-124114,Los Pozos,,USA,Arizona,3300,80,Zea mays,kernel,charred,-10.4,AMS,p3k14c
Beta-124113,Los Pozos,,USA,Arizona,3230,50,Zea mays,kernel,charred,-10.3,AMS,p3k14c
Beta-126950,Los Pozos,,USA,Arizona,2110,40,Zea mays,cupule,charred,-10.2,AMS,p3k14c
Beta-125222,Los Pozos,,USA,Arizona,2180,50,Zea mays,cupule,charred,-10.2,AMS,p3k14c
Beta-123601,Los Pozos,,USA,Arizona,2130,40,Zea mays,kernel,charred,-10.2,AMS,p3k14c
Beta-126332,Los Pozos,,USA,Arizona,2070,50,Zea mays,cupule,charred,-10.1,AMS,p3k14c
Beta-124697,Los Pozos,,USA,Arizona,2130,50,Zea mays,cupule,charred,-10.1,AMS,p3k14c
Beta-125224,Los Pozos,,USA,Arizona,2230,40,Zea mays,cupule,charred,-10.1,AMS,p3k14c
Beta-91148,Los Pozos,,USA,Arizona,2140,50,Zea mays,cupule,charred,-9.6,AMS,p3k14c
Beta-125223,Los Pozos,,USA,Arizona,2190,50,Zea mays,cupule,charred,-9.3,AMS,p3k14c
Beta-125226,Los Pozos,,USA,Arizona,2140,40,Zea mays,cupule,charred,-8.9,AMS,p3k14c
Beta-91146,Los Pozos,,USA,Arizona,2090,60,Zea mays,cupule,charred,-8.3,AMS,p3k14c
Beta-126328,Los Pozos,,USA,Arizona,2140,50,Zea mays,kernel,charred,-8.3,AMS,p3k14c
Beta-91141,Los Pozos,,USA,Arizona,2120,60,Zea mays,cupule,charred,-8.2,AMS,p3k14c
Beta-91144,Los Pozos,,USA,Arizona,2170,60,Zea mays,cupule,charred,-8.2,AMS,p3k14c
Beta-91147,Los Pozos,,USA,Arizona,2240,60,Zea mays,cupule,charred,-8,AMS,p3k14c
Beta-91142,Los Pozos,,USA,Arizona,2150,50,Zea mays,cupule,charred,-7.6,AMS,p3k14c
Beta-91143,Los Pozos,,USA,Arizona,2050,50,Zea mays,cupule,charred,-7.5,AMS,p3k14c
Beta-91149,Los Pozos,,USA,Arizona,2160,60,Zea mays,cupule,charred,-6.7,AMS,p3k14c
Beta-91140,Los Pozos,,USA,Arizona,2140,60,Zea mays,cupule,charred,-2.5,AMS,p3k14c
CAMS-34923,Los Pozos,,USA,Arizona,4050,50,Zea mays,cupule,charred,NA,AMS,p3k14c
AA-6640,Solar Well,,USA,Arizona,2245,60,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-6641,Solar Well,,USA,Arizona,2835,85,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-6638,Clearwater,AZ BB:13:6,USA,Arizona,2450,75,Zea mays,Maize,charred,-16.9,AMS,p3k14c
Beta-193146,Clearwater,AZ BB:13:6,USA,Arizona,1760,40,Zea mays,Maize,charred,-11.7,AMS,p3k14c
Beta-190717,Clearwater,AZ BB:13:6,USA,Arizona,2010,40,Zea mays,Maize,charred,-11.4,AMS,p3k14c
Beta-90228,Clearwater,AZ BB:13:6,USA,Arizona,2390,50,Zea mays,Maize,charred,-11.3,AMS,p3k14c
Beta-175842,Clearwater,AZ BB:13:6,USA,Arizona,3690,40,Zea mays,kernel,charred,-10.9,AMS,p3k14c
Beta-193152,Clearwater,AZ BB:13:6,USA,Arizona,2430,50,Zea mays,Maize,charred,-10.9,AMS,p3k14c
Beta-90229,Clearwater,AZ BB:13:6,USA,Arizona,2420,50,Zea mays,Maize,charred,-10.8,AMS,p3k14c
AA-6636,Clearwater,AZ BB:13:6,USA,Arizona,2390,65,Zea mays,Maize,charred,-10.6,AMS,p3k14c
Beta-193149,Clearwater,AZ BB:13:6,USA,Arizona,2500,50,Zea mays,Maize,charred,-10.6,AMS,p3k14c
Beta-190710,Clearwater,AZ BB:13:6,USA,Arizona,1650,40,Zea mays,Maize,charred,-10.5,AMS,p3k14c
Beta-85405,Clearwater,AZ BB:13:6,USA,Arizona,2520,40,Zea mays,Maize,charred,-10.5,AMS,p3k14c
Beta-193151,Clearwater,AZ BB:13:6,USA,Arizona,2620,40,Zea mays,Maize,charred,-10.5,AMS,p3k14c
Beta-160381,Clearwater,AZ BB:13:6,USA,Arizona,3650,40,Zea mays,kernel,charred,-10.4,AMS,p3k14c
Beta-90226,Clearwater,AZ BB:13:6,USA,Arizona,2500,60,Zea mays,Maize,charred,-10,AMS,p3k14c
AA-6637,Clearwater,AZ BB:13:6,USA,Arizona,2395,60,Zea mays,Maize,charred,-9.9,AMS,p3k14c
Beta-193148,Clearwater,AZ BB:13:6,USA,Arizona,2530,50,Zea mays,Maize,charred,-9.9,AMS,p3k14c
Beta-92619,Clearwater,AZ BB:13:6,USA,Arizona,2430,60,Zea mays,Maize,charred,-9.5,AMS,p3k14c
Beta-160379,Clearwater,AZ BB:13:6,USA,Arizona,2470,40,Zea mays,Maize,charred,-9.2,AMS,p3k14c
Beta-242211,Clearwater,AZ BB:13:6,USA,Arizona,3720,40,Zea mays,kernel,charred,-9.1,AMS,p3k14c
Beta-90225,Clearwater,AZ BB:13:6,USA,Arizona,2580,60,Zea mays,Maize,charred,-8.7,AMS,p3k14c
AA-12054,Milagro,,USA,Arizona,2775,60,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-1074,Milagro,,USA,Arizona,2780,90,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-12053,Milagro,,USA,Arizona,2910,45,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-12056,Milagro,,USA,Arizona,2915,45,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-12055,Milagro,,USA,Arizona,2930,45,Zea mays,kernel,charred,NA,AMS,p3k14c
CAMS-45662,McEuen Cave,,USA,Arizona,2270,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
CAMS-43176,McEuen Cave,,USA,Arizona,2290,40,Zea mays,cob,uncharred,NA,AMS,p3k14c
CAMS-45663,McEuen Cave,,USA,Arizona,2290,60,Zea mays,cob,uncharred,NA,AMS,p3k14c
CAMS-45664,McEuen Cave,,USA,Arizona,2320,40,Zea mays,cob,uncharred,NA,AMS,p3k14c
CAMS-43178,McEuen Cave,,USA,Arizona,2430,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
CAMS-43180,McEuen Cave,,USA,Arizona,2780,40,Zea mays,cob,uncharred,NA,AMS,p3k14c
CAMS-43179,McEuen Cave,,USA,Arizona,2790,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
CAMS-43177,McEuen Cave,,USA,Arizona,3690,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-210888,El Abra,,Mexico,Guerrero,120,40,Zea mays,cob,NA,NA,AMS,p3k14c
AA-3314,Coxcatlan,,Mexico,Puebla,450,40,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-3309,Coxcatlan,,Mexico,Puebla,1860,45,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-3307,Coxcatlan,,Mexico,Puebla,1900,60,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-3313,Coxcatlan,,Mexico,Puebla,3740,60,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-3312,Coxcatlan,,Mexico,Puebla,4040,100,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-3308,Coxcatlan,,Mexico,Puebla,4090,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-203460,El Abra 2,,Mexico,Guerrero,360,40,Zea mays,cob,NA,NA,AMS,p3k14c
