"LabID","SiteName","SiteID","Country","Province","Age","Error","MedianBP","Date","Taxa","Material","Condition","d13C","Method","OneSigma_BP_1","OneSigma_BP_2","OneSigma_BP_3","OneSigma_BP_4","OneSigma_BP_5","OneSigma_BP_6","OneSigma_BP_7","TwoSigma_BP_1","TwoSigma_BP_2","TwoSigma_BP_3","TwoSigma_BP_4","TwoSigma_BP_5","TwoSigma_BP_6","Source"
"Beta-171880","Dairy Site","AZ AA:12:285/744","USA","Arizona",2740,40,2828,-879,"Zea mays","Maize",NA,NA,"AMS","2864 to 2779",NA,NA,NA,NA,NA,NA,"2931 to 2895","2890 to 2758",NA,NA,NA,NA,"p3k14c"
"Beta-171881","Dairy Site","AZ AA:12:285/744","USA","Arizona",2680,40,2788,-839,"Zea mays","Maize",NA,NA,"AMS","2845 to 2820","2788 to 2752",NA,NA,NA,NA,NA,"2856 to 2742",NA,NA,NA,NA,NA,"p3k14c"
"Beta-171925","Paragonah","42IN43","USA","Utah",960,40,852,1098,"Zea mays","maize",NA,-10.2,"AMS","918 to 900","870 to 797",NA,NA,NA,NA,NA,"954 to 947","930 to 775","755 to 751",NA,NA,NA,"p3k14c"
"Beta-171926","Paragonah","42IN43","USA","Utah",900,90,815,1135,"Zea mays","maize",NA,-11.1,"RADIOMETRICPLUS","909 to 861","859 to 844","835 to 732",NA,NA,NA,NA,"956 to 675",NA,NA,NA,NA,NA,"p3k14c"
"Beta-171927","Paragonah","42IN43","USA","Utah",960,40,852,1098,"Zea mays","maize",NA,-9.6,"AMS","918 to 900","870 to 797",NA,NA,NA,NA,NA,"954 to 947","930 to 775","755 to 751",NA,NA,NA,"p3k14c"
"Beta-171928","Paragonah","42IN43","USA","Utah",1030,40,938,1012,"Zea mays","maize",NA,-11.3,"AMS","1044 to 1041","973 to 911","842 to 837",NA,NA,NA,NA,"1054 to 1027","998 to 901","869 to 797",NA,NA,NA,"p3k14c"
"Beta-171929","Paragonah","42IN43","USA","Utah",920,90,830,1120,"Zea mays","maize",NA,-11,"RADIOMETRICPLUS","915 to 771","761 to 741",NA,NA,NA,NA,NA,"1044 to 1042","973 to 674",NA,NA,NA,NA,"p3k14c"
"Beta-171930","Paragonah","42IN43","USA","Utah",990,60,873,1077,"Zea mays","maize",NA,-11.4,"RADIOMETRICPLUS","955 to 944","938 to 899","870 to 796",NA,NA,NA,NA,"1051 to 1032","991 to 984","976 to 769","763 to 738",NA,NA,"p3k14c"
"Beta-171931","Paragonah","42IN43","USA","Utah",910,40,823,1127,"Zea mays","maize",NA,-10.9,"AMS","903 to 867","855 to 847","826 to 809","804 to 771","759 to 743",NA,NA,"912 to 734",NA,NA,NA,NA,NA,"p3k14c"
"Beta-171932","Paragonah","42IN43","USA","Utah",1040,40,946,1004,"Zea mays","maize",NA,-9.7,"AMS","1046 to 1038","974 to 916",NA,NA,NA,NA,NA,"1057 to 1019","1009 to 903","867 to 854","849 to 824","810 to 801",NA,"p3k14c"
"Beta-171933","Paragonah","42IN43","USA","Utah",920,40,834,1116,"Zea mays","maize",NA,-11.1,"AMS","908 to 863","859 to 844","834 to 784",NA,NA,NA,NA,"916 to 768","765 to 737",NA,NA,NA,NA,"p3k14c"
"Beta-171934","Paragonah","42IN43","USA","Utah",970,40,856,1094,"Zea mays","maize",NA,-11.1,"AMS","922 to 901","868 to 816","813 to 798",NA,NA,NA,NA,"955 to 944","936 to 786",NA,NA,NA,NA,"p3k14c"
"Beta-171935","Paragonah","42IN43","USA","Utah",940,40,846,1104,"Zea mays","maize",NA,-11.2,"AMS","910 to 897","889 to 843","836 to 794",NA,NA,NA,NA,"925 to 771","760 to 742",NA,NA,NA,NA,"p3k14c"
"Beta-171936","Paragonah","42IN43","USA","Utah",1120,40,1020,930,"Zea mays","maize",NA,-10.9,"AMS","1059 to 972","964 to 962",NA,NA,NA,NA,NA,"1174 to 1163","1122 to 1090","1081 to 955","945 to 932",NA,NA,"p3k14c"
"Beta-172103","High Rolls Cave","LA 114109","USA","New Mexico",2320,50,2338,-389,"Zea mays","Maize",NA,NA,"AMS","2407 to 2390","2367 to 2304","2230 to 2181",NA,NA,NA,NA,"2608 to 2606","2489 to 2296","2263 to 2154",NA,NA,NA,"p3k14c"
"Beta-172105","High Rolls Cave","LA 114109","USA","New Mexico",1810,40,1708,242,"Zea mays","Maize",NA,NA,"AMS","1743 to 1694","1667 to 1623",NA,NA,NA,NA,NA,"1823 to 1688","1674 to 1604",NA,NA,NA,NA,"p3k14c"
"Beta-172110","High Rolls Cave","LA 114109","USA","New Mexico",2900,40,3037,-1088,"Zea mays","Maize",NA,NA,"AMS","3136 to 3130","3105 to 3096","3075 to 2963",NA,NA,NA,NA,"3166 to 2928","2898 to 2886",NA,NA,NA,NA,"p3k14c"
"Beta-173898","White Basketmaker","42GR2929","USA","Utah",1790,40,1665,285,"Zea mays","maize",NA,NA,"AMS","1730 to 1692","1669 to 1621",NA,NA,NA,NA,NA,"1818 to 1809","1792 to 1759","1749 to 1571",NA,NA,NA,"p3k14c"
"Beta-173901","White Basketmaker","42GR2929","USA","Utah",1140,40,1035,915,"Zea mays","maize",NA,NA,"AMS","1174 to 1168","1070 to 973","963 to 963",NA,NA,NA,NA,"1175 to 1160","1146 to 1140","1129 to 957",NA,NA,NA,"p3k14c"
"Beta-175367","Salt Lake Airport","42SL0230","USA","Utah",1080,50,991,959,"Zea mays","Maize",NA,-10.3,"AMS","1055 to 1025","1001 to 954","948 to 930",NA,NA,NA,NA,"1174 to 1163","1122 to 1092","1079 to 911","840 to 838",NA,NA,"p3k14c"
"Beta-175753",NA,"42Em2837","USA","Utah",950,40,849,1101,"Zea mays","Zea Mays",NA,-8.7,"AMS","916 to 898","873 to 795",NA,NA,NA,NA,NA,"952 to 951","928 to 772","758 to 748",NA,NA,NA,"p3k14c"
"Beta-175754","Six Figures","42Em2881","USA","Utah",1130,40,1026,924,"Zea mays","Zea Mays",NA,-10.9,"AMS","1172 to 1172","1064 to 972","964 to 962",NA,NA,NA,NA,"1175 to 1162","1126 to 956","943 to 939",NA,NA,NA,"p3k14c"
"Beta-175755","NickPat Granary","42Em2885","USA","Utah",940,50,844,1106,"Zea mays","Zea Mays",NA,-9.1,NA,"911 to 897","890 to 793",NA,NA,NA,NA,NA,"927 to 735",NA,NA,NA,NA,NA,"p3k14c"
"Beta-175842","Clearwater","AZ BB:13:6","USA","Arizona",3690,40,4030,-2081,"Zea mays","kernel","charred",-10.9,"AMS","4088 to 3977","3939 to 3935",NA,NA,NA,NA,NA,"4148 to 4113","4099 to 3903",NA,NA,NA,NA,"p3k14c"
"Beta-177171","Escalante Canyon Alcove","42Ga1434","USA","Utah",1070,60,982,968,"Zea mays","Zea Mays",NA,-9.4,NA,"1056 to 1022","1006 to 924",NA,NA,NA,NA,NA,"1174 to 1163","1122 to 1090","1081 to 901","868 to 816","813 to 798",NA,"p3k14c"
"Beta-178616","Old Corn","LA 137258","USA","New Mexico",3620,40,3931,-1982,"Zea mays","cob","charred",-10.2,"AMS","3982 to 3873","3854 to 3852",NA,NA,NA,NA,NA,"4083 to 4032","4006 to 3833",NA,NA,NA,NA,"p3k14c"
"Beta-179351","Las Capas","AA:12:111","USA","Arizona",2540,40,2618,-669,"Zea mays","maize",NA,-10.9,"AMS","2740 to 2699","2634 to 2615","2587 to 2537","2530 to 2519",NA,NA,NA,"2751 to 2669","2657 to 2611","2601 to 2493",NA,NA,NA,"p3k14c"
"Beta-179352","Las Capas","AA:12:111","USA","Arizona",2560,40,2645,-696,"Zea mays","maize",NA,-10.8,"AMS","2751 to 2701","2631 to 2617","2582 to 2571","2561 to 2540",NA,NA,NA,"2756 to 2683","2644 to 2612","2599 to 2495",NA,NA,NA,"p3k14c"
"Beta-179353","Las Capas","AA:12:111","USA","Arizona",2530,40,2599,-650,"Zea mays","maize",NA,-10.4,"AMS","2735 to 2698","2636 to 2615","2591 to 2517",NA,NA,NA,NA,"2748 to 2664","2661 to 2609","2605 to 2490","2474 to 2472",NA,NA,"p3k14c"
"Beta-179496","Old Corn","LA 137258","USA","New Mexico",3640,40,3956,-2007,"Zea mays","kernel","charred",-10.2,"AMS","4069 to 4045","3987 to 3894",NA,NA,NA,NA,NA,"4085 to 4026","4018 to 3846",NA,NA,NA,NA,"p3k14c"
"Beta-179557","Old Corn","LA 137258","USA","New Mexico",3660,40,3986,-2037,"Zea mays","kernel","charred",-10.9,"AMS","4081 to 4035","3999 to 3957","3952 to 3921","3915 to 3909",NA,NA,NA,"4142 to 4127","4092 to 3875",NA,NA,NA,NA,"p3k14c"
"Beta-179558","Old Corn","LA 137258","USA","New Mexico",3680,40,4019,-2070,"Zea mays","kernel","charred",-11.1,"AMS","4085 to 4021","4018 to 3973","3942 to 3932",NA,NA,NA,NA,"4146 to 4118","4096 to 3896",NA,NA,NA,NA,"p3k14c"
"Beta-180953","Omar's Site","42Ws1247","USA","Utah",1170,60,1087,863,"Zea mays","Zea Mays",NA,-25,NA,"1175 to 1159","1152 to 1137","1133 to 1052","1030 to 994","981 to 977",NA,NA,"1264 to 1208","1188 to 1186","1177 to 957",NA,NA,NA,"p3k14c"
"Beta-181512","Grumpy George","42Wn2151","USA","Utah",990,40,868,1082,"Zea mays","Zea Mays",NA,NA,NA,"954 to 947","930 to 902","867 to 853","850 to 822","811 to 800",NA,NA,"956 to 896","893 to 793",NA,NA,NA,NA,"p3k14c"
"Beta-183771","Jemez Cave","LA6164","USA","New Mexico",2990,40,3171,-1222,"Zea mays","maize kernel",NA,-10,"AMS","3230 to 3138","3128 to 3106","3095 to 3076",NA,NA,NA,NA,"3334 to 3289","3264 to 3058","3043 to 3030","3017 to 3004",NA,NA,"p3k14c"
"Beta-183772","Jemez Cave","LA6164","USA","New Mexico",2980,40,3154,-1205,"Zea mays","maize kernel",NA,-9,"AMS","3213 to 3104","3096 to 3075",NA,NA,NA,NA,NA,"3327 to 3297","3251 to 3004",NA,NA,NA,NA,"p3k14c"
"Beta-185022","Old Corn","LA 137258","USA","New Mexico",3760,50,4124,-2175,"Zea mays","cob","charred",-10.6,"AMS","4230 to 4200","4180 to 4169","4158 to 4081","4035 to 3996",NA,NA,NA,"4291 to 3976","3940 to 3934",NA,NA,NA,NA,"p3k14c"
"Beta-185023","Old Corn","LA 137258","USA","New Mexico",3810,50,4205,-2256,"Zea mays","kernel","charred",-10.9,"AMS","4290 to 4265","4258 to 4144","4123 to 4094",NA,NA,NA,NA,"4405 to 4085","4028 to 4012",NA,NA,NA,NA,"p3k14c"
"Beta-185024","Old Corn","LA 137258","USA","New Mexico",3710,50,4048,-2099,"Zea mays","kernel","charred",-9.1,"AMS","4145 to 4120","4095 to 3980",NA,NA,NA,NA,NA,"4229 to 4201","4178 to 4172","4157 to 3900",NA,NA,NA,"p3k14c"
"Beta-185025","Old Corn","LA 137258","USA","New Mexico",3700,50,4039,-2090,"Zea mays","kernel","charred",-9.7,"AMS","4143 to 4125","4093 to 3976","3939 to 3935",NA,NA,NA,NA,"4225 to 4204","4155 to 3894",NA,NA,NA,NA,"p3k14c"
"Beta-185026","Old Corn","LA 137258","USA","New Mexico",3730,40,4078,-2129,"Zea mays","kernel","charred",-8.9,"AMS","4148 to 4111","4101 to 4074","4072 to 4072","4043 to 3989",NA,NA,NA,"4231 to 4200","4180 to 4169","4158 to 3972","3942 to 3932",NA,NA,"p3k14c"
"Beta-185027","Old Corn","LA 137258","USA","New Mexico",3660,50,3987,-2038,"Zea mays","cupule","charred",-10.5,"AMS","4081 to 4033","4003 to 3905",NA,NA,NA,NA,NA,"4145 to 4122","4094 to 3846",NA,NA,NA,NA,"p3k14c"
"Beta-187386","Hunchback Shelter","42Be0751","USA","Utah",1060,40,965,985,"Zea mays","Zea Mays",NA,-8.5,"AMS","1050 to 1033","990 to 986","975 to 925",NA,NA,NA,NA,"1062 to 912",NA,NA,NA,NA,NA,"p3k14c"
"Beta-187387","Hunchback Shelter","42Be0751","USA","Utah",1010,40,918,1032,"Zea mays","Zea Mays",NA,-9.4,"AMS","957 to 905","865 to 857","846 to 828","808 to 805",NA,NA,NA,"1046 to 1039","973 to 897","891 to 793",NA,NA,NA,"p3k14c"
"Beta-189054","Tularosa Cave",NA,"USA","New Mexico",1880,40,1788,162,"Zea mays","Uncharred maize cob",NA,NA,"AMS","1828 to 1735",NA,NA,NA,NA,NA,NA,"1915 to 1915","1913 to 1913","1888 to 1707",NA,NA,NA,"da Fonseca et al. 2015"
"Beta-189056","Tularosa Cave",NA,"USA","New Mexico",1890,40,1796,154,"Zea mays","uncharred maize cob",NA,NA,"AMS","1864 to 1857","1831 to 1739",NA,NA,NA,NA,NA,"1920 to 1910","1889 to 1712",NA,NA,NA,NA,"da Fonseca et al. 2015"
"Beta-189057","Tularosa Cave",NA,"USA","New Mexico",1830,40,1733,217,"Zea mays","uncharred maize cob",NA,NA,"AMS","1819 to 1808","1793 to 1758","1750 to 1702","1653 to 1643",NA,NA,NA,"1829 to 1692","1670 to 1616",NA,NA,NA,NA,"da Fonseca et al. 2015"
"Beta-189340","Arrowhead Hill","42Ga5169","USA","Utah",1160,60,1073,877,"Zea mays","Zea Mays",NA,-10.6,"AMS","1175 to 1161","1127 to 1049","1035 to 975",NA,NA,NA,NA,"1258 to 1256","1246 to 1210","1177 to 956","945 to 933",NA,NA,"p3k14c"
"Beta-190227",NA,"42Ga4431","USA","Utah",960,40,852,1098,"Zea mays","Zea Mays",NA,-10.9,"AMS","918 to 900","870 to 797",NA,NA,NA,NA,NA,"954 to 947","930 to 775","755 to 751",NA,NA,NA,"p3k14c"
"Beta-190587","Bootleg No. 2","42Da1382","USA","Utah",820,40,721,1229,"Zea mays","Zea Mays",NA,NA,"AMS","769 to 764","737 to 682",NA,NA,NA,NA,NA,"787 to 674",NA,NA,NA,NA,NA,"CARD"
"Beta-190710","Clearwater","AZ BB:13:6","USA","Arizona",1650,40,1532,418,"Zea mays","Maize","charred",-10.5,"AMS","1683 to 1680","1586 to 1514","1486 to 1475","1451 to 1441","1439 to 1439","1436 to 1419",NA,"1689 to 1674","1610 to 1412",NA,NA,NA,NA,"p3k14c"
"Beta-190717","Clearwater","AZ BB:13:6","USA","Arizona",2010,40,1946,4,"Zea mays","Maize","charred",-11.4,"AMS","1995 to 1919","1912 to 1890",NA,NA,NA,NA,NA,"2052 to 2014","2009 to 1829",NA,NA,NA,NA,"p3k14c"
"Beta-190930",NA,"42Ka0877","USA","Utah",1280,90,1192,758,"Zea mays","Zea Mays",NA,-8.6,NA,"1292 to 1175","1163 to 1122","1094 to 1078",NA,NA,NA,NA,"1344 to 1323","1315 to 1050","1034 to 976",NA,NA,NA,"p3k14c"
"Beta-190931",NA,"42Ka0878","USA","Utah",1160,50,1070,880,"Zea mays","Zea Mays",NA,-9,NA,"1175 to 1162","1124 to 1051","1032 to 991","985 to 976",NA,NA,NA,"1242 to 1227","1176 to 957",NA,NA,NA,NA,"p3k14c"
"Beta-190933",NA,"42Ka5902","USA","Utah",1440,50,1335,615,"Zea mays","Zea Mays",NA,-9.2,NA,"1359 to 1299",NA,NA,NA,NA,NA,NA,"1406 to 1283",NA,NA,NA,NA,NA,"p3k14c"
"Beta-190934",NA,"42Ka5902","USA","Utah",1230,50,1152,798,"Zea mays","Zea Mays",NA,-9.3,NA,"1246 to 1210","1177 to 1175","1167 to 1071",NA,NA,NA,NA,"1282 to 1057","1022 to 1006",NA,NA,NA,NA,"p3k14c"
"Beta-193146","Clearwater","AZ BB:13:6","USA","Arizona",1760,40,1646,304,"Zea mays","Maize","charred",-11.7,"AMS","1708 to 1687","1675 to 1603",NA,NA,NA,NA,NA,"1723 to 1546",NA,NA,NA,NA,NA,"p3k14c"
"Beta-193148","Clearwater","AZ BB:13:6","USA","Arizona",2530,50,2595,-646,"Zea mays","Maize","charred",-9.9,"AMS","2737 to 2696","2638 to 2614","2593 to 2511","2508 to 2499",NA,NA,NA,"2752 to 2462","2452 to 2433",NA,NA,NA,NA,"p3k14c"
"Beta-193149","Clearwater","AZ BB:13:6","USA","Arizona",2500,50,2580,-631,"Zea mays","Maize","charred",-10.6,"AMS","2720 to 2673","2655 to 2650","2648 to 2612","2599 to 2494",NA,NA,NA,"2738 to 2412","2384 to 2371",NA,NA,NA,NA,"p3k14c"
"Beta-193151","Clearwater","AZ BB:13:6","USA","Arizona",2620,40,2748,-799,"Zea mays","Maize","charred",-10.5,"AMS","2761 to 2727",NA,NA,NA,NA,NA,NA,"2847 to 2810","2790 to 2705","2629 to 2620","2556 to 2544",NA,NA,"p3k14c"
"Beta-193152","Clearwater","AZ BB:13:6","USA","Arizona",2430,50,2490,-541,"Zea mays","Maize","charred",-10.9,"AMS","2685 to 2643","2612 to 2598","2495 to 2359",NA,NA,NA,NA,"2704 to 2630","2619 to 2556","2544 to 2351",NA,NA,NA,"p3k14c"
"Beta-193388","Stewart Brickyard","AZ AA:12:51","USA","Arizona",2890,40,3024,-1075,"Zea mays","Maize",NA,-10.6,"AMS","3134 to 3132","3103 to 3097","3074 to 2957",NA,NA,NA,NA,"3160 to 2924","2902 to 2883",NA,NA,NA,NA,"p3k14c"
"Beta-194031","Arrowhead Hill","42Ga5169","USA","Utah",1420,40,1326,624,"Zea mays","Zea Mays",NA,-10.4,"AMS","1345 to 1298",NA,NA,NA,NA,NA,NA,"1377 to 1286",NA,NA,NA,NA,NA,"p3k14c"
"Beta-194032","Arrowhead Hill","42Ga5169","USA","Utah",1100,40,1005,945,"Zea mays","Zea Mays",NA,-10.9,"AMS","1056 to 1023","1005 to 957",NA,NA,NA,NA,NA,"1174 to 1167","1114 to 1109","1072 to 926",NA,NA,NA,"p3k14c"
"Beta-194328","Hog Canyon Alcove","42Ka4309","USA","Utah",1340,40,1264,686,"Zea mays","Zea Mays",NA,-12.3,"AMS","1299 to 1265","1207 to 1189","1185 to 1178",NA,NA,NA,NA,"1338 to 1336","1309 to 1177",NA,NA,NA,NA,"p3k14c"
"Beta-197181",NA,"5LP188","USA","Colorado",1620,40,1482,468,"Zea mays","SEEDS",NA,-10.7,"AMS","1536 to 1509","1500 to 1472","1454 to 1416",NA,NA,NA,NA,"1586 to 1398",NA,NA,NA,NA,NA,"p3k14c"
"Beta-197182",NA,"5LP188","USA","Colorado",1600,40,1470,480,"Zea mays","SEEDS",NA,-10.8,"AMS","1526 to 1508","1502 to 1471","1456 to 1414",NA,NA,NA,NA,"1543 to 1387",NA,NA,NA,NA,NA,"p3k14c"
"Beta-197183",NA,"5LP188","USA","Colorado",1840,40,1747,203,"Zea mays","SEEDS",NA,-10.5,"AMS","1820 to 1807","1795 to 1757","1755 to 1708",NA,NA,NA,NA,"1865 to 1856","1832 to 1694","1667 to 1624",NA,NA,NA,"p3k14c"
"Beta-197358","North Creek Shelter","42Ga5863","USA","Utah",940,40,846,1104,"Zea mays","Zea Mays",NA,-15,"AMS","910 to 897","889 to 843","836 to 794",NA,NA,NA,NA,"925 to 771","760 to 742",NA,NA,NA,NA,"p3k14c"
"Beta-198927","Bat Cave",NA,"USA","New Mexico",3180,40,3403,-1454,"Zea mays","uncharred maize cob",NA,NA,"AMS","3446 to 3421","3419 to 3419","3414 to 3372",NA,NA,NA,NA,"3479 to 3475","3467 to 3338","3285 to 3271",NA,NA,NA,"da Fonseca et al. 2015"
"Beta-201368","Albert Porter pueblo","5MT123","USA","Colorado",800,60,719,1231,"Zea mays charred","SEEDS",NA,-11,"RADIOMETRIC","770 to 760","742 to 672",NA,NA,NA,NA,NA,"901 to 868","852 to 851","821 to 812","799 to 650","579 to 573",NA,"p3k14c"
"Beta-201370","Albert Porter pueblo","5MT123","USA","Colorado",880,40,779,1171,"Zea mays charred","SEEDS",NA,-24.5,"AMS","897 to 873","794 to 731",NA,NA,NA,NA,NA,"909 to 843","835 to 720","707 to 692",NA,NA,NA,"p3k14c"
"Beta-202188","Granary Row","42Em3117","USA","Utah",980,40,861,1089,"Zea mays","Zea Mays",NA,-9.5,"AMS","927 to 902","868 to 817","812 to 799",NA,NA,NA,NA,"955 to 943","939 to 791",NA,NA,NA,NA,"p3k14c"
"Beta-202517",NA,"5LP185","USA","Colorado",1400,40,1313,637,"Zea mays","SEEDS",NA,-11.9,"AMS","1344 to 1324","1314 to 1290",NA,NA,NA,NA,NA,"1374 to 1273","1199 to 1193","1180 to 1180",NA,NA,NA,"p3k14c"
"Beta-202518",NA,"5LP185","USA","Colorado",1310,40,1232,718,"Zea mays","SEEDS",NA,-11.1,"AMS","1287 to 1258","1256 to 1247","1210 to 1178",NA,NA,NA,NA,"1300 to 1176","1158 to 1152","1138 to 1132",NA,NA,NA,"p3k14c"
"Beta-202519",NA,"5LP185","USA","Colorado",1270,40,1214,736,"Zea mays","SEEDS",NA,-11,"AMS","1275 to 1197","1193 to 1176",NA,NA,NA,NA,NA,"1288 to 1175","1163 to 1117","1100 to 1074",NA,NA,NA,"p3k14c"
"Beta-202520",NA,"5LP185","USA","Colorado",1300,40,1226,724,"Zea mays","SEEDS",NA,-11.1,"AMS","1285 to 1245","1223 to 1221","1213 to 1177",NA,NA,NA,NA,"1297 to 1176","1159 to 1129",NA,NA,NA,NA,"p3k14c"
"Beta-202521",NA,"5LP239","USA","Colorado",1230,40,1152,798,"Zea mays","SEEDS",NA,-10.2,"AMS","1244 to 1212","1177 to 1175","1165 to 1117","1104 to 1073",NA,NA,NA,"1274 to 1199","1192 to 1062",NA,NA,NA,NA,"p3k14c"
"Beta-202522",NA,"5LP239","USA","Colorado",1270,40,1214,736,"Zea mays","SEEDS",NA,-10.9,"AMS","1275 to 1197","1193 to 1176",NA,NA,NA,NA,NA,"1288 to 1175","1163 to 1117","1100 to 1074",NA,NA,NA,"p3k14c"
"Beta-202523",NA,"5LP240","USA","Colorado",1300,50,1222,728,"Zea mays","SEEDS",NA,-10.6,"AMS","1286 to 1244","1226 to 1177",NA,NA,NA,NA,NA,"1302 to 1175","1163 to 1120","1097 to 1076",NA,NA,NA,"p3k14c"
"Beta-202621",NA,"42Ka6043","USA","Utah",1960,50,1886,64,"Zea mays","Maize",NA,-9.1,NA,"1981 to 1966","1943 to 1827",NA,NA,NA,NA,NA,"1994 to 1745",NA,NA,NA,NA,NA,"p3k14c"
"Beta-202725","Clark","AZ CC:8:16","USA","New Mexico",2570,40,2710,-761,"Zea mays","Zea Mays cob",NA,-11.5,"AMS","2753 to 2703","2630 to 2618","2578 to 2575","2558 to 2543",NA,NA,NA,"2758 to 2690","2641 to 2613","2596 to 2496",NA,NA,NA,"p3k14c"
"Beta-202727","Clark","AZ CC:8:16","USA","New Mexico",2340,40,2356,-407,"Zea mays","Zea mays cupule",NA,-10.7,"AMS","2424 to 2383","2372 to 2323",NA,NA,NA,NA,NA,"2665 to 2660","2609 to 2604","2490 to 2306","2228 to 2204","2197 to 2182",NA,"p3k14c"
"Beta-202729","Clark","AZ CC:8:16","USA","New Mexico",2190,40,2215,-266,"Zea mays","Zea mays cupule",NA,-10.6,"AMS","2304 to 2229","2201 to 2199","2180 to 2124",NA,NA,NA,NA,"2331 to 2098","2084 to 2062",NA,NA,NA,NA,"p3k14c"
"Beta-202731","Clark","AZ CC:8:16","USA","New Mexico",2070,40,2031,-82,"Zea mays","Zea mays cupule",NA,-11.1,"AMS","2100 to 2079","2071 to 1989","1960 to 1949",NA,NA,NA,NA,"2145 to 2133","2127 to 1925","1900 to 1895",NA,NA,NA,"p3k14c"
"Beta-202835",NA,"5LP570","USA","Colorado",1600,40,1470,480,"Zea mays","SEEDS",NA,-10.4,"AMS","1526 to 1508","1502 to 1471","1456 to 1414",NA,NA,NA,NA,"1543 to 1387",NA,NA,NA,NA,NA,"p3k14c"
"Beta-203460","El Abra 2",NA,"Mexico","Guerrero",360,40,404,1546,"Zea mays","cob",NA,NA,"AMS","488 to 488","480 to 428","376 to 322",NA,NA,NA,NA,"495 to 419","413 to 314",NA,NA,NA,NA,"p3k14c"
"Beta-203461","El Abra 2",NA,"Mexico","Guerrero",2080,40,2042,-93,"Zea mays","cob",NA,NA,"AMS","2102 to 1993",NA,NA,NA,NA,NA,NA,"2284 to 2279","2146 to 1932",NA,NA,NA,NA,"p3k14c"
"Beta-203630","Deluxe Apartment","42Em2849","USA","Utah",1000,40,901,1049,"Zea mays","Zea Mays",NA,-8.9,NA,"955 to 942","940 to 903","866 to 856","847 to 826","809 to 803",NA,NA,"959 to 792",NA,NA,NA,NA,NA,"p3k14c"
"Beta-205835","Cottonwood Pueblo","5MN654","USA","Colorado",1050,40,954,996,"Zea mays","SEEDS",NA,-9.9,NA,"1048 to 1035","974 to 920",NA,NA,NA,NA,NA,"1060 to 906","864 to 857","845 to 831",NA,NA,NA,"p3k14c"
"Beta-206383","Mescal Wash","AZ EE:2:51","USA","Arizona",2580,40,2724,-775,"Zea mays","Zea mays cupules",NA,-10.7,"AMS","2755 to 2706","2628 to 2620","2553 to 2547",NA,NA,NA,NA,"2763 to 2695","2639 to 2614","2594 to 2498",NA,NA,NA,"p3k14c"
"Beta-206386","Mescal Wash","AZ EE:2:51","USA","Arizona",2820,40,2923,-974,"Zea mays","Maize",NA,-10.2,"AMS","2989 to 2987","2963 to 2863",NA,NA,NA,NA,NA,"3059 to 2846","2819 to 2795",NA,NA,NA,NA,"p3k14c"
"Beta-208858","Stewart Brickyard","AZ AA:12:51","USA","Arizona",2840,40,2948,-999,"Zea mays","Maize",NA,-8.6,"AMS","2997 to 2975","2971 to 2878",NA,NA,NA,NA,NA,"3134 to 3132","3100 to 3099","3073 to 2849",NA,NA,NA,"p3k14c"
"Beta-208861","Stewart Brickyard","AZ AA:12:51","USA","Arizona",2850,40,2963,-1014,"Zea mays","Maize",NA,NA,"AMS","3052 to 3050","3025 to 3021","3003 to 2916","2913 to 2880",NA,NA,NA,"3136 to 3129","3103 to 3097","3074 to 2854",NA,NA,NA,"p3k14c"
"Beta-210166",NA,"42Da0844","USA","Utah",910,40,823,1127,"Zea mays","Zea Mays",NA,-11.4,"AMS","903 to 867","855 to 847","826 to 809","804 to 771","759 to 743",NA,NA,"912 to 734",NA,NA,NA,NA,NA,"CARD"
"Beta-210168","Skull Creek Shelter","42Da1417","USA","Utah",1160,40,1068,882,"Zea mays","Zea Mays",NA,-11.4,"AMS","1174 to 1163","1122 to 1053","1030 to 994","980 to 979",NA,NA,NA,"1175 to 1158","1154 to 972","966 to 961",NA,NA,NA,"CARD"
"Beta-210474","Barnson Site","42Ga5168","USA","Utah",1240,40,1165,785,"Zea mays","Zea Mays",NA,-11,"AMS","1263 to 1251","1249 to 1209","1177 to 1175","1163 to 1121","1096 to 1077",NA,NA,"1276 to 1197","1193 to 1174","1170 to 1067",NA,NA,NA,"p3k14c"
"Beta-210733",NA,"42Ws2187","USA","Utah",140,40,133,1817,"Zea mays","Zea Mays",NA,NA,"AMS","270 to 249","246 to 243","229 to 210","198 to 187","150 to 135","117 to 60","43 to 10","280 to 171","152 to 6",NA,NA,NA,NA,"CARD"
"Beta-210734",NA,"42Ws2187","USA","Utah",140,40,133,1817,"Zea mays","Zea Mays",NA,-10.5,"AMS","270 to 249","246 to 243","229 to 210","198 to 187","150 to 135","117 to 60","43 to 10","280 to 171","152 to 6",NA,NA,NA,NA,"p3k14c"
"Beta-210735",NA,"42Ws2188","USA","Utah",130,40,125,1825,"Zea mays","Zea Mays",NA,-11,"AMS","266 to 239","232 to 216","193 to 191","147 to 125","119 to 57","45 to 22","15 to 14","279 to 183","179 to 172","152 to 7",NA,NA,NA,"p3k14c"
"Beta-210888","El Abra",NA,"Mexico","Guerrero",120,40,119,1831,"Zea mays","cob",NA,NA,"AMS","261 to 222","141 to 123","120 to 51","46 to 27",NA,NA,NA,"278 to 207","202 to 184","177 to 172","151 to 8",NA,NA,"p3k14c"
